show_id,type,title,rating,duration,listed_in,description,year_added,tagged_description,categorie,emotion
s7601,Movie,NOVA: Black Hole Apocalypse,TV-G,113 min,Documentaries,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race.",2019,"s7601 Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race.",Documentaries,neutral
s7602,Movie,NOVA: Building Chernobyl's MegaTomb,TV-PG,53 min,Documentaries,"Thirty years after Chernobylâs nuclear disaster, engineers race against time to complete a new dome to contain the reactorâs lethal radiation.",2019,"s7602 Thirty years after Chernobylâs nuclear disaster, engineers race against time to complete a new dome to contain the reactorâs lethal radiation.",Documentaries,fear
s7603,Movie,NOVA: Chinese Chariot Revealed,TV-PG,54 min,Documentaries,"The chariot dominated Chinese warfare for millennia. Now, a team of experts is building their own and unlocking its many secrets.",2019,"s7603 The chariot dominated Chinese warfare for millennia. Now, a team of experts is building their own and unlocking its many secrets.",Documentaries,neutral
s7604,Movie,NOVA: Day the Dinosaurs Died,TV-PG,53 min,Documentaries,"Drilling into the impact crater of the asteroid that wiped out the dinosaurs, a group of scientists unearths new evidence about the catastrophic event.",2019,"s7604 Drilling into the impact crater of the asteroid that wiped out the dinosaurs, a group of scientists unearths new evidence about the catastrophic event.",Documentaries,fear
s7605,Movie,NOVA: Death Dive to Saturn,TV-G,54 min,Documentaries,"After decades of amazing discoveries, spacecraft Cassini embarks on its final â and most daring â mission: a dive below Saturnâs rings.",2019,"s7605 After decades of amazing discoveries, spacecraft Cassini embarks on its final â and most daring â mission: a dive below Saturnâs rings.",Documentaries,fear
s7606,Movie,NOVA: Decoding the Weather Machine,TV-14,113 min,Documentaries,"Scientists investigate Earthâs climate machine, looking for clues across the globe, from Greenlandâs ice sheet to the desert of Australia.",2019,"s7606 Scientists investigate Earthâs climate machine, looking for clues across the globe, from Greenlandâs ice sheet to the desert of Australia.",Documentaries,neutral
s7607,Movie,NOVA: Eclipse Over America,TV-G,53 min,Documentaries,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms.",2019,"s7607 Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms.",Documentaries,anger
s7608,Movie,NOVA: Extreme Animal Weapons,TV-PG,53 min,Documentaries,"From huge tusks to giant horns, some animals sport weaponry thatâs larger than life. Researchers explain the science behind this biological arms race.",2019,"s7608 From huge tusks to giant horns, some animals sport weaponry thatâs larger than life. Researchers explain the science behind this biological arms race.",Documentaries,neutral
s7609,Movie,NOVA: First Face of America,TV-PG,53 min,Documentaries,"During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America.",2019,"s7609 During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America.",Documentaries,fear
s7610,Movie,NOVA: Holocaust Escape Tunnel,TV-14,54 min,Documentaries,"At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners.",2019,"s7610 At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners.",Documentaries,disgust
s7611,Movie,NOVA: Killer Floods,TV-PG,54 min,Documentaries,Scientists search for evidence left behind by the worldâs greatest floods and predict if climate change will cause even greater aquatic disasters.,2019,s7611 Scientists search for evidence left behind by the worldâs greatest floods and predict if climate change will cause even greater aquatic disasters.,Documentaries,fear
s7612,Movie,NOVA: Killer Hurricanes,TV-PG,52 min,Documentaries,"Scientists research the worldâs deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future.",2019,"s7612 Scientists research the worldâs deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future.",Documentaries,fear
s7613,Movie,NOVA: Killer Volcanoes,TV-PG,54 min,Documentaries,Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.,2019,s7613 Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.,Documentaries,fear
s7614,Movie,NOVA: Poisoned Water,TV-PG,54 min,Documentaries,"This documentary details how the water disaster in Flint, Michigan happened, its lasting effects, and the lengthy efforts it took to correct it.",2019,"s7614 This documentary details how the water disaster in Flint, Michigan happened, its lasting effects, and the lengthy efforts it took to correct it.",Documentaries,neutral
s7615,Movie,NOVA: Prediction by the Numbers,TV-G,53 min,Documentaries,"With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability.",2019,"s7615 With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability.",Documentaries,neutral
s7616,Movie,NOVA: Secrets of the Shining Knight,TV-PG,53 min,Documentaries,A master armorer and his team recreate parts of a knight's medieval armor and test its strength while rediscovering centuries-old metalworking secrets.,2019,s7616 A master armorer and his team recreate parts of a knight's medieval armor and test its strength while rediscovering centuries-old metalworking secrets.,Documentaries,neutral
s7617,Movie,NOVA: Thai Cave Rescue,TV-PG,53 min,Documentaries,An international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in Thailand.,2019,s7617 An international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in Thailand.,Documentaries,fear
s7618,Movie,NOVA: The Impossible Flight,TV-PG,113 min,Documentaries,"Two adventurous pilots attempt to fly around the world without using any fuel, relying only on the power of the sun.",2019,"s7618 Two adventurous pilots attempt to fly around the world without using any fuel, relying only on the power of the sun.",Documentaries,neutral
s7619,Movie,Nova: Ultimate Mars Challenge,TV-G,53 min,Movies,"With access to the scientists and engineers responsible for the Curiosity rover's on-the-ground experiments, NOVA captures its landing on Mars.",2019,"s7619 With access to the scientists and engineers responsible for the Curiosity rover's on-the-ground experiments, NOVA captures its landing on Mars.",Movies,neutral
s7620,Movie,November Criminals,PG-13,86 min,"Dramas, Thrillers","Dissatisfied with the policeâs progress, a teen and his best friend investigate their classmate's murder, treading down a dark path to the uneasy truth.",2020,"s7620 Dissatisfied with the policeâs progress, a teen and his best friend investigate their classmate's murder, treading down a dark path to the uneasy truth.",Dramas,fear
s7621,Movie,Now and Then,PG-13,102 min,Dramas,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970.",2019,"s7621 Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970.",Dramas,sadness
s7622,Movie,Now More Than Ever: The History of Chicago,TV-MA,114 min,"Documentaries, Music & Musicals","This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits.",2018,"s7622 This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits.",Documentaries,neutral
s7623,Movie,Nowhere Boy,R,99 min,Dramas,"Raised by his aunt since he was a young boy, charismatic John Lennon is suddenly reunited with his mother, Julia, which ignites a bitter battle.",2018,"s7623 Raised by his aunt since he was a young boy, charismatic John Lennon is suddenly reunited with his mother, Julia, which ignites a bitter battle.",Dramas,neutral
s7624,TV Show,NSU German History X,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them.",2016,"s7624 After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them.",Crime TV Shows,anger
s7625,TV Show,Nuestra Lucha Libre,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","This documentary series lifts the mask on Mexican wrestling, diving into the daily lives of its stars, examining the sportâs cultural impact and more.",2018,"s7625 This documentary series lifts the mask on Mexican wrestling, diving into the daily lives of its stars, examining the sportâs cultural impact and more.",Docuseries,neutral
s7626,Movie,Numbered,TV-PG,55 min,"Documentaries, International Movies","Guided by survivors' testimonies, this documentary explores the history and meaning of the numbers tattooed on the bodies of Auschwitz prisoners.",2017,"s7626 Guided by survivors' testimonies, this documentary explores the history and meaning of the numbers tattooed on the bodies of Auschwitz prisoners.",Documentaries,disgust
s7627,Movie,Numero Zero. The Roots of Italian Rap,TV-MA,91 min,"Documentaries, International Movies, Music & Musicals","In the '90s, the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist.",2018,"s7627 In the '90s, the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist.",Documentaries,neutral
s7628,TV Show,Nura: Rise of the Yokai Clan: Demon Capital,TV-MA,1 Season,"Anime Series, Crime TV Shows","By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan.",2016,"s7628 By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan.",Anime Series,fear
s7629,TV Show,Nurse Jackie,TV-MA,7 Seasons,"TV Comedies, TV Dramas",A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.,2015,s7629 A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.,TV Comedies,sadness
s7630,TV Show,Nurses Who Kill,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.",2017,"s7630 Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.",British TV Shows,disgust
s7631,Movie,Nymphomaniac: Volume 1,NR,117 min,"Dramas, Independent Movies, International Movies",A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.,2018,s7631 A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.,Dramas,disgust
s7632,Movie,Nymphomaniac: Volume II,TV-MA,124 min,"Dramas, Independent Movies, International Movies",The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.,2018,s7632 The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.,Dramas,surprise
s7633,TV Show,"O-Negative, Love Canât Be Designed",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Five schoolmates who share a blood type navigate the vagaries of friendship, love and university life.",2018,"s7633 Five schoolmates who share a blood type navigate the vagaries of friendship, love and university life.",International TV Shows,neutral
s7634,Movie,Oasis: Supersonic,R,122 min,"Documentaries, International Movies, Music & Musicals",This film details the rise of British rock group Oasis and the creativity and chaos that brothers Noel and Liam Gallagher brought to the iconic band.,2018,s7634 This film details the rise of British rock group Oasis and the creativity and chaos that brothers Noel and Liam Gallagher brought to the iconic band.,Documentaries,joy
s7635,Movie,Obvious Child,R,84 min,"Comedies, Dramas, Independent Movies","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.",2018,"s7635 After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.",Comedies,sadness
s7636,Movie,OcÃ©ans,G,84 min,"Documentaries, International Movies",This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.,2019,s7636 This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.,Documentaries,neutral
s7637,Movie,Occupation,R,120 min,"Action & Adventure, Sci-Fi & Fantasy","When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders.",2019,"s7637 When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders.",Action & Adventure,neutral
s7638,Movie,Ocean's Eleven,TV-PG,127 min,"Action & Adventure, Classic Movies, Comedies","Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies.",2019,"s7638 Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies.",Action & Adventure,neutral
s7639,Movie,Ocean's Thirteen,PG-13,122 min,"Action & Adventure, Comedies",This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,2019,s7639 This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,Action & Adventure,anger
s7640,Movie,Ocean's Twelve,PG-13,125 min,"Action & Adventure, Comedies","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.",2019,"s7640 Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.",Action & Adventure,neutral
s7641,TV Show,OCTB,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,2018,s7641 An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,Crime TV Shows,disgust
s7642,Movie,Off Course,TV-MA,107 min,"Comedies, International Movies","Fed up with the uselessness of their degrees and swayed by a TV commercial, two Spaniards head to Berlin for work but find it not quite as advertised.",2016,"s7642 Fed up with the uselessness of their degrees and swayed by a TV commercial, two Spaniards head to Berlin for work but find it not quite as advertised.",Comedies,sadness
s7643,Movie,Officer Downe,R,91 min,Action & Adventure,Fallen Los Angeles police officer Terrence Downe finds new life as a secret weapon: a scientifically altered super-cop with unlimited lives.,2017,s7643 Fallen Los Angeles police officer Terrence Downe finds new life as a secret weapon: a scientifically altered super-cop with unlimited lives.,Action & Adventure,neutral
s7644,Movie,Oh My Ghost 2,TV-MA,103 min,"Comedies, Horror Movies, International Movies","The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner.",2018,"s7644 The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner.",Comedies,fear
s7645,Movie,Oh My Ghost 3,TV-MA,103 min,"Comedies, Horror Movies, International Movies","After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business.",2018,"s7645 After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business.",Comedies,fear
s7646,Movie,Oh My Ghost 4,TV-MA,106 min,"Comedies, Horror Movies, International Movies","Ghosts wreak havoc at the old school, and a student communicates with the spirit while the team reckons with a power struggle.",2018,"s7646 Ghosts wreak havoc at the old school, and a student communicates with the spirit while the team reckons with a power struggle.",Comedies,fear
s7647,TV Show,Oh No! It's an Alien Invasion,TV-Y7-FV,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Nate and his Super Wicked Extreme Emergency Team â  S.W.E.E.T. â take on alien invaders who have captured all the world's grownups.,2015,s7647 Nate and his Super Wicked Extreme Emergency Team â  S.W.E.E.T. â take on alien invaders who have captured all the world's grownups.,Kids' TV,fear
s7648,Movie,Oklahoma City,TV-14,102 min,Documentaries,Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event.,2017,s7648 Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event.,Documentaries,fear
s7649,TV Show,Oliver Stone's Untold History of the United States,TV-PG,1 Season,Docuseries,"This documentary series offers an alternative take on modern American history, focusing on underreported events that shaped the nation's character.",2016,"s7649 This documentary series offers an alternative take on modern American history, focusing on underreported events that shaped the nation's character.",Docuseries,neutral
s7650,TV Show,Ollie & Moon,TV-Y,1 Season,Kids' TV,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",2018,"s7650 Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",Kids' TV,neutral
s7651,Movie,Omar and Salma 3,TV-MA,97 min,"Comedies, International Movies, Romantic Movies","In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salmaâs wishes that he opt for a more stable job.",2019,"s7651 In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salmaâs wishes that he opt for a more stable job.",Comedies,sadness
s7652,Movie,On the Wrong Track,TV-14,89 min,"Action & Adventure, International Movies","Two rebellious, hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends.",2018,"s7652 Two rebellious, hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends.",Action & Adventure,anger
s7653,Movie,On Yoga The Architecture of Peace,TV-14,92 min,"Documentaries, Faith & Spirituality","Based on photographer Michael OâNeillâs book of the same name, this documentary traces the authorâs 10-year journey through the landscape of yoga.",2018,"s7653 Based on photographer Michael OâNeillâs book of the same name, this documentary traces the authorâs 10-year journey through the landscape of yoga.",Documentaries,neutral
s7654,Movie,Onaatah,TV-14,107 min,"Dramas, International Movies","Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose.",2018,"s7654 Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose.",Dramas,sadness
s7655,Movie,Once In A Lifetime Sessions with Moby,TV-14,86 min,"Documentaries, Music & Musicals","Through performances and interviews, musician Moby opens up about his unusual childhood, his heroes and the stories behind his songs.",2018,"s7655 Through performances and interviews, musician Moby opens up about his unusual childhood, his heroes and the stories behind his songs.",Documentaries,neutral
s7656,Movie,Once In A Lifetime Sessions with Nile Rodgers,TV-PG,70 min,"Documentaries, Music & Musicals",The career of rhythm guitarist and Chic founder Nile Rodgers is chronicled in this musical blend of documentary and original concert performance.,2018,s7656 The career of rhythm guitarist and Chic founder Nile Rodgers is chronicled in this musical blend of documentary and original concert performance.,Documentaries,neutral
s7657,Movie,Once In A Lifetime Sessions with Noel Gallagher,TV-MA,66 min,"Documentaries, Music & Musicals","Between scenes from an intimate performance, the Oasis legend reflects on his road to stardom and offers insights on his creative process.",2018,"s7657 Between scenes from an intimate performance, the Oasis legend reflects on his road to stardom and offers insights on his creative process.",Documentaries,neutral
s7658,Movie,Once In A Lifetime Sessions with TLC,TV-PG,72 min,"Documentaries, Music & Musicals","One of the most successful female groups in music history, TLC performs in concert while taking a look back at their tumultuous history.",2018,"s7658 One of the most successful female groups in music history, TLC performs in concert while taking a look back at their tumultuous history.",Documentaries,neutral
s7659,Movie,Once Upon a Time in London,TV-MA,111 min,"Dramas, International Movies","Organized crime came to London in the 1930s, ushering in three decades ruled by two legendary gangsters whose legacy outlived their reign.",2020,"s7659 Organized crime came to London in the 1930s, ushering in three decades ruled by two legendary gangsters whose legacy outlived their reign.",Dramas,fear
s7660,Movie,Once Upon a Time in the West,PG-13,166 min,"Action & Adventure, Classic Movies, International Movies","In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.",2019,"s7660 In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.",Action & Adventure,disgust
s7661,Movie,One Day,TV-PG,135 min,"Dramas, International Movies, Romantic Movies","When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",2018,"s7661 When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",Dramas,disgust
s7662,Movie,One Direction: This Is Us,PG,92 min,"Documentaries, Music & Musicals",Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.,2019,s7662 Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.,Documentaries,neutral
s7663,Movie,One Heart: The A.R. Rahman Concert Film,TV-G,87 min,"Documentaries, International Movies, Music & Musicals","In this concert film, Indian musical maestro A.R. Rahman performs 15 of his most popular songs and reveals himself through interviews and clips.",2017,"s7663 In this concert film, Indian musical maestro A.R. Rahman performs 15 of his most popular songs and reveals himself through interviews and clips.",Documentaries,neutral
s7664,Movie,One Last Thing,TV-MA,92 min,Dramas,"After 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.",2019,"s7664 After 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.",Dramas,sadness
s7665,Movie,One More Shot,TV-MA,89 min,Documentaries,"Infertility affects millions. One couple copes with the assisted reproduction process by documenting its pain, disappointment and potential joy.",2018,"s7665 Infertility affects millions. One couple copes with the assisted reproduction process by documenting its pain, disappointment and potential joy.",Documentaries,sadness
s7666,Movie,One Night Stand,TV-MA,93 min,"Dramas, International Movies, Music & Musicals",An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.,2017,s7666 An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.,Dramas,disgust
s7667,TV Show,One Strange Rock,TV-PG,1 Season,"Docuseries, Science & Nature TV","Hosted by Will Smith, this series follows eight astronauts who share their unique perspectives on Earth, the fragile and beautiful planet we call home.",2019,"s7667 Hosted by Will Smith, this series follows eight astronauts who share their unique perspectives on Earth, the fragile and beautiful planet we call home.",Docuseries,neutral
s7668,Movie,Only God Forgives,R,90 min,"Cult Movies, Independent Movies, Thrillers","When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge.",2018,"s7668 When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge.",Movies,disgust
s7669,Movie,Only the Dead,TV-MA,76 min,"Documentaries, International Movies","Given unprecedented access to soldiers and terrorists alike, journalist Michael Ware presents an epic, uncensored, intimate account of the Iraq War.",2018,"s7669 Given unprecedented access to soldiers and terrorists alike, journalist Michael Ware presents an epic, uncensored, intimate account of the Iraq War.",Documentaries,neutral
s7670,Movie,Open Season,PG,86 min,"Children & Family Movies, Comedies","After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild â and unprepared for the real world.",2019,"s7670 After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild â and unprepared for the real world.",Children & Family Movies,fear
s7671,Movie,Operation Chromite,NR,111 min,"Action & Adventure, Dramas, International Movies","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",2018,"s7671 To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",Action & Adventure,neutral
s7672,TV Show,Operation Gold Rush,TV-14,1 Season,"British TV Shows, Reality TV",A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.,2019,s7672 A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.,British TV Shows,neutral
s7673,Movie,Operation Mekong,TV-MA,124 min,"Action & Adventure, International Movies","In a dangerous area of the Mekong River, a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth.",2017,"s7673 In a dangerous area of the Mekong River, a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth.",Action & Adventure,fear
s7674,Movie,Operation Odessa,TV-MA,93 min,Documentaries,"A Russian mobster, a Cuban spy and a smooth operator from Miami scheme to sell a Soviet submarine to a Colombian drug cartel for $35 million.",2020,"s7674 A Russian mobster, a Cuban spy and a smooth operator from Miami scheme to sell a Soviet submarine to a Colombian drug cartel for $35 million.",Documentaries,disgust
s7675,TV Show,Operation Ouch!,TV-PG,1 Season,"British TV Shows, Kids' TV, TV Comedies",Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.,2020,s7675 Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.,British TV Shows,joy
s7676,TV Show,Operation Proposal,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.",2016,"s7676 On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.",International TV Shows,joy
s7677,Movie,Operation Red Sea,TV-MA,139 min,"Action & Adventure, International Movies",A special task force takes on a risky operation to evacuate civilians amid civil war. Based on the 2015 mission to rescue Chinese citizens in Yemen.,2018,s7677 A special task force takes on a risky operation to evacuate civilians amid civil war. Based on the 2015 mission to rescue Chinese citizens in Yemen.,Action & Adventure,fear
s7678,Movie,Operator,TV-MA,91 min,"Comedies, Dramas, Independent Movies","When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.",2017,"s7678 When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.",Comedies,disgust
s7679,Movie,Opium and the Kung Fu Master,TV-MA,86 min,"Action & Adventure, International Movies","Leader of the Ten Kwangtung Tigers, Tieh Chiao-san works with his kung fu students to protect his village from crime. But when an opium dealer starts to ruin the town, Tieh Chiao-san struggles to fight back, thanks to his growing opium addiction.",2018,"s7679 Leader of the Ten Kwangtung Tigers, Tieh Chiao-san works with his kung fu students to protect his village from crime. But when an opium dealer starts to ruin the town, Tieh Chiao-san struggles to fight back, thanks to his growing opium addiction.",Action & Adventure,disgust
s7680,TV Show,Origins Collection,TV-PG,3 Seasons,Docuseries,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.",2018,"s7680 This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.",Docuseries,neutral
s7681,Movie,Oru Vishsheshapetta Biryani Kissa,TV-14,122 min,"Comedies, Dramas, International Movies","When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges.",2018,"s7681 When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges.",Comedies,neutral
s7682,Movie,OtherLife,TV-MA,96 min,"Dramas, Independent Movies, International Movies","After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.",2017,"s7682 After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.",Dramas,neutral
s7683,Movie,Ottaal,TV-PG,88 min,"Dramas, International Movies","Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails.",2017,"s7683 Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails.",Dramas,sadness
s7684,Movie,Our Godfather,TV-MA,93 min,"Documentaries, International Movies","In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.",2019,"s7684 In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.",Documentaries,disgust
s7685,Movie,Our House,PG-13,90 min,"Horror Movies, Thrillers","A young man invents a device he hopes will generate wireless energy, but instead, it proves to spark sinister, supernatural activity in his home.",2020,"s7685 A young man invents a device he hopes will generate wireless energy, but instead, it proves to spark sinister, supernatural activity in his home.",Horror Movies,disgust
s7686,Movie,Our Shining Days,TV-PG,103 min,"Comedies, Dramas, International Movies","In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.",2018,"s7686 In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.",Comedies,disgust
s7687,Movie,Outlawed,TV-MA,102 min,Action & Adventure,"After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.",2019,"s7687 After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.",Action & Adventure,sadness
s7688,Movie,P,TV-MA,105 min,"Horror Movies, International Movies","An orphan girl taught magic by her sick grandma must find work in seedy Bangkok, where unsavory characters run afoul of her increasingly dark powers.",2019,"s7688 An orphan girl taught magic by her sick grandma must find work in seedy Bangkok, where unsavory characters run afoul of her increasingly dark powers.",Horror Movies,disgust
